SCCS_ID,language_family,G1_Associated,G2_Harm,G3_Help,G4_Punitive,SG1_Associated,SG2_Harm,SG3_Help,SG4_Punitive,MS1_Associated,MS2_Harm,MS3_Help,MS4_Punitive,Social_Complexity,ResourceStress,Stress
131,Haida,1,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,23,3,-0.811933291
131,Haida,1,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,23,4,-0.943756356
132,Salishan,0,0,0,0,1,1,1,1,NA,NA,NA,NA,22,1,-1.117646018
132,Salishan,0,0,0,0,1,1,1,1,NA,NA,NA,NA,22,2,-1.400410576
132,Salishan,0,0,0,0,1,1,1,1,NA,NA,NA,NA,22,3,-0.811933291
132,Salishan,0,0,0,0,1,1,1,1,NA,NA,NA,NA,22,4,0.162389228
133,Salishan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,NA
133,Salishan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,NA
133,Salishan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA
133,Salishan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,0.311683442
134,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
134,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
134,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
134,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,NA
135,Pomoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,NA
135,Pomoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,NA
135,Pomoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA
135,Pomoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,-0.281204642
136,Yokutsan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
136,Yokutsan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,NA
136,Yokutsan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,NA
136,Yokutsan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,-0.849968863
137,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA
137,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,NA
137,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,NA
137,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,-0.122671566
138,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,14,1,-0.114630361
138,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,14,2,-0.545126265
138,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,14,3,0.270644430
138,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,14,4,0.329048341
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,0.277500728
140,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
140,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
140,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
140,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,-0.133226989
141,Siouan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,1,-0.114630361
141,Siouan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,2,-0.545126265
141,Siouan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,3,0.270644430
141,Siouan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,4,-0.225795700
142,Caddoan,1,0,1,0,1,0,1,0,NA,NA,NA,NA,25,1,-0.114630361
142,Caddoan,1,0,1,0,1,0,1,0,NA,NA,NA,NA,25,2,1.165442359
142,Caddoan,1,0,1,0,1,0,1,0,NA,NA,NA,NA,25,3,2.435799873
142,Caddoan,1,0,1,0,1,0,1,0,NA,NA,NA,NA,25,4,-0.199172779
143,Siouan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA
143,Siouan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,NA
143,Siouan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,NA
143,Siouan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4,-0.112245133
144,Iroquoian,0,0,0,0,1,1,1,1,NA,NA,NA,NA,28,1,1.891400953
144,Iroquoian,0,0,0,0,1,1,1,1,NA,NA,NA,NA,28,2,1.165442359
144,Iroquoian,0,0,0,0,1,1,1,1,NA,NA,NA,NA,28,3,NA
144,Iroquoian,0,0,0,0,1,1,1,1,NA,NA,NA,NA,28,4,0.421468875
145,Muskogean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA
145,Muskogean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,NA
145,Muskogean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,NA
145,Muskogean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,0.239435725
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,NA
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,NA
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,NA
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,0.076957044
147,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA
147,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,NA
147,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,NA
147,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,-0.348009156
148,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA
148,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,NA
148,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA
148,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,-0.097100861
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,NA
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,NA
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,4,-0.311511294
150,Cochimi-Yuman,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,20,1,NA
150,Cochimi-Yuman,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,20,2,1.165442359
150,Cochimi-Yuman,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,20,3,NA
150,Cochimi-Yuman,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,20,4,-0.472718402
151,Uto-Aztecan,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,27,1,0.888385296
151,Uto-Aztecan,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,27,2,1.165442359
151,Uto-Aztecan,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,27,3,0.270644430
151,Uto-Aztecan,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,27,4,-1.177386251
152,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,NA
152,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,NA
152,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3,NA
152,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,0.256988493
153,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,NA
153,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,NA
153,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3,NA
153,Uto-Aztecan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,0.620765980
154,Mixe-Zoque,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,29,1,-1.117646018
154,Mixe-Zoque,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,29,2,NA
154,Mixe-Zoque,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,29,3,-0.811933291
154,Mixe-Zoque,0,0,0,0,NA,NA,NA,NA,1,NA,NA,1,29,4,0.925953627
155,Mayan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA
155,Mayan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,NA
155,Mayan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,NA
155,Mayan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,4,0.474413155
156,Misumalpan,0,0,0,0,1,1,1,1,1,1,0,0,27,1,NA
156,Misumalpan,0,0,0,0,1,1,1,1,1,1,0,0,27,2,-1.400410576
156,Misumalpan,0,0,0,0,1,1,1,1,1,1,0,0,27,3,-0.811933291
156,Misumalpan,0,0,0,0,1,1,1,1,1,1,0,0,27,4,-0.260933681
157,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA
157,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,NA
157,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,NA
157,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,1.253194889
158,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,NA
158,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,NA
158,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,NA
158,Chibchan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,1.124995658
159,Arawakan,1,NA,1,1,1,1,1,NA,1,1,1,NA,20,1,-0.114630361
159,Arawakan,1,NA,1,1,1,1,1,NA,1,1,1,NA,20,2,1.165442359
159,Arawakan,1,NA,1,1,1,1,1,NA,1,1,1,NA,20,3,0.270644430
159,Arawakan,1,NA,1,1,1,1,1,NA,1,1,1,NA,20,4,-0.408503520
160,Indo-European,1,1,1,1,1,1,1,0,1,1,1,0,45,1,-0.114630361
160,Indo-European,1,1,1,1,1,1,1,0,1,1,1,0,45,2,1.165442359
160,Indo-European,1,1,1,1,1,1,1,0,1,1,1,0,45,3,2.435799873
160,Indo-European,1,1,1,1,1,1,1,0,1,1,1,0,45,4,-1.310751093
161,Arawakan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA
161,Arawakan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,NA
161,Arawakan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,NA
161,Arawakan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,-1.436846177
162,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,0,16,1,NA
162,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,0,16,2,1.165442359
162,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,0,16,3,NA
162,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,0,16,4,0.932068444
163,Yanomamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
163,Yanomamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
163,Yanomamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
163,Yanomamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,1.676702282
164,Cariban,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,1,-0.114630361
164,Cariban,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,2,0.310158047
164,Cariban,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,3,-0.811933291
164,Cariban,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,4,1.476017453
165,Indo-European,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,26,1,-0.114630361
165,Indo-European,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,26,2,-0.545126265
165,Indo-European,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,26,3,NA
165,Indo-European,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,26,4,1.688527752
166,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
166,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,NA
166,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,NA
166,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,1.627346381
167,Tucanoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA
167,Tucanoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA
167,Tucanoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,NA
167,Tucanoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,1.740313941
168,Barbacoan,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,24,1,-1.117646018
168,Barbacoan,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,24,2,-1.400410576
168,Barbacoan,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,24,3,-0.811933291
168,Barbacoan,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,24,4,1.262964904
169,Chicham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
169,Chicham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
169,Chicham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
169,Chicham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,1.524907322
170,Pano-Tacanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
170,Pano-Tacanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
170,Pano-Tacanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
170,Pano-Tacanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,1.758676861
171,Quechuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,NA
171,Quechuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,NA
171,Quechuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,NA
171,Quechuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,1.148273674
172,Aymaran,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,34,1,NA
172,Aymaran,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,34,2,1.165442359
172,Aymaran,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,34,3,2.435799873
172,Aymaran,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,34,4,1.762522666
173,Tupian,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,1,-1.117646018
173,Tupian,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,2,-1.400410576
173,Tupian,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,3,0.270644430
173,Tupian,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,4,0.891860570
174,Nambiquaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
174,Nambiquaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,NA
174,Nambiquaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,NA
174,Nambiquaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,0.998569826
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,NA
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,0.958440573
176,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA
176,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,NA
176,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,NA
176,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,0.884796108
177,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,NA
177,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA
177,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,NA
177,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,1.739951595
178,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA
178,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA
178,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,NA
178,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,1.217134340
179,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15,1,NA
179,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15,2,-1.400410576
179,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15,3,-0.811933291
179,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15,4,0.715858042
180,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA
180,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,NA
180,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,NA
180,Nuclear-Macro-Je,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,1.339821346
181,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
181,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,NA
181,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,NA
181,Tupian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,0.874289016
182,Lengua-Mascoy,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,18,1,NA
182,Lengua-Mascoy,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,18,2,1.165442359
182,Lengua-Mascoy,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,18,3,NA
182,Lengua-Mascoy,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,18,4,0.213463460
183,Guaicuruan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA
183,Guaicuruan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA
183,Guaicuruan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,NA
183,Guaicuruan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,0.318958713
184,Araucanian,1,1,1,1,1,NA,NA,NA,1,1,NA,0,33,1,-1.117646018
184,Araucanian,1,1,1,1,1,NA,NA,NA,1,1,NA,0,33,2,0.310158047
184,Araucanian,1,1,1,1,1,NA,NA,NA,1,1,NA,0,33,3,1.353222151
184,Araucanian,1,1,1,1,1,NA,NA,NA,1,1,NA,0,33,4,-0.471587071
185,Chonan,1,NA,1,0,1,1,1,0,1,1,1,0,16,1,NA
185,Chonan,1,NA,1,0,1,1,1,0,1,1,1,0,16,2,1.165442359
185,Chonan,1,NA,1,0,1,1,1,0,1,1,1,0,16,3,-0.811933291
185,Chonan,1,NA,1,0,1,1,1,0,1,1,1,0,16,4,-0.900761568
186,NA,1,NA,NA,1,NA,NA,NA,NA,1,0,0,1,11,1,-1.117646018
186,NA,1,NA,NA,1,NA,NA,NA,NA,1,0,0,1,11,2,1.165442359
186,NA,1,NA,NA,1,NA,NA,NA,NA,1,0,0,1,11,3,-0.811933291
186,NA,1,NA,NA,1,NA,NA,NA,NA,1,0,0,1,11,4,NA
